ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
ILMN_1731478	RGS3	regulator of G-protein signaling 3	-0.296	2.258
ILMN_1731498	GPR156	G protein-coupled receptor 156	-0.314	2.769
ILMN_1731506	PAX9	paired box 9	-0.249	1.921
ILMN_1731507	RBFOX1	RNA binding protein, fox-1 homolog 1	-0.317	2.315
ILMN_1731516	GJA3	gap junction protein alpha 3	-0.324	2.344
ILMN_1731525	GJB3	gap junction protein beta 3	-0.335	2.582
ILMN_1731529	MS4A12	membrane spanning 4-domains A12	-4.36	13.922
ILMN_1731538	ZEB2	zinc finger E-box binding homeobox 2	-0.986	8.003
ILMN_1731540	ARNTL	aryl hydrocarbon receptor nuclear translocator like	-0.616	7.604
ILMN_1731546	RPL26	ribosomal protein L26	0.718	5.148
ILMN_1731561	ROBO3	roundabout guidance receptor 3	-0.609	5.156
ILMN_1731596	AP3S2	adaptor related protein complex 3 sigma 2 subunit	-0.656	10.225
ILMN_1731599	MRPL33	mitochondrial ribosomal protein L33	0.52	6.621
ILMN_1731609			-0.551	6.357
ILMN_1731612	UCHL5	ubiquitin C-terminal hydrolase L5	0.79	10.873
ILMN_1731616	DCLK1	doublecortin like kinase 1	-0.602	7.008
ILMN_1731621	RXFP3	relaxin/insulin like family peptide receptor 3	-0.342	2.567
ILMN_1731639	CASP3	caspase 3	-0.351	3.265
ILMN_1731647	CASC10	cancer susceptibility candidate 10	-0.345	3.056
ILMN_1731648	FOXJ2	forkhead box J2	-0.262	2.536
ILMN_1731666	ZNF641	zinc finger protein 641	-0.384	5.671
ILMN_1731688	KLB	klotho beta	-0.507	6.344
ILMN_1731692			-0.357	3.17
ILMN_1731699	RAB15	RAB15, member RAS oncogene family	1.53	13.273
ILMN_1731701	C17orf82	chromosome 17 open reading frame 82	-0.319	2.84
ILMN_1731717	OR10G8	olfactory receptor family 10 subfamily G member 8	-0.339	2.792
ILMN_1731720	PDRG1	p53 and DNA damage regulated 1	1.061	11.46
ILMN_1731729	OCLN	occludin	-0.371	3.816
ILMN_1731736	RIN3	Ras and Rab interactor 3	-0.329	3.449
ILMN_1731741	DCHS2	dachsous cadherin-related 2	-0.349	2.946
ILMN_1731742	TNFRSF13C	TNF receptor superfamily member 13C	-0.47	4.189
ILMN_1731775	PAIP1	poly(A) binding protein interacting protein 1	0.313	3.555
ILMN_1731777	NTRK1	neurotrophic receptor tyrosine kinase 1	-0.54	5.577
ILMN_1731788	NRG1	neuregulin 1	-0.361	3.142
ILMN_1731800	KRT33A	keratin 33A	-0.374	3.122
ILMN_1731809	COL4A6	collagen type IV alpha 6 chain	-0.346	2.778
ILMN_1731813	ZNF585B	zinc finger protein 585B	-0.339	3.476
ILMN_1731831	RHOBTB1	Rho related BTB domain containing 1	-0.293	2.516
ILMN_1731851	OXA1L	OXA1L, mitochondrial inner membrane protein	0.216	1.73
ILMN_1731853	MSRA	methionine sulfoxide reductase A	-0.74	13.522
ILMN_1731862	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5	-0.565	6.412
ILMN_1731870	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	-0.333	2.722
ILMN_1731889	ZFYVE21	zinc finger FYVE-type containing 21	-0.63	5.84
ILMN_1731905	POLR2B	RNA polymerase II subunit B	0.542	8.676
ILMN_1731912	GLB1L3	galactosidase beta 1 like 3	-0.286	1.956
ILMN_1731914	SCN4A	sodium voltage-gated channel alpha subunit 4	-0.516	5.293
ILMN_1731948	PCK1	phosphoenolpyruvate carboxykinase 1	-1.842	8.434
ILMN_1731958	SYT10	synaptotagmin 10	-0.392	3.003
ILMN_1731964	WNT16	Wnt family member 16	-0.322	2.637
ILMN_1731966	LEPR	leptin receptor	-0.403	5.08
ILMN_1731972	TVP23C	trans-golgi network vesicle protein 23 homolog C (S. cerevisiae)	-0.304	2.876
ILMN_1731977	LYL1	LYL1, basic helix-loop-helix family member	-0.851	9.103
ILMN_1732023			-0.37	3.801
ILMN_1732024	OR2A5	olfactory receptor family 2 subfamily A member 5	-0.329	2.592
ILMN_1732035	HPSE2	heparanase 2 (inactive)	-0.375	3.066
ILMN_1732039	DDX3Y	DEAD-box helicase 3, Y-linked	-0.384	1.664
ILMN_1732040	GTF2A1	general transcription factor IIA subunit 1	-0.343	2.54
ILMN_1732049	DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	0.527	7.021
ILMN_1732066	CKMT1A	creatine kinase, mitochondrial 1A	-0.614	2.096
ILMN_1732089	MRI1	methylthioribose-1-phosphate isomerase 1	0.248	2.099
ILMN_1732127	RBKS	ribokinase	-0.791	7.844
ILMN_1732140	ABCC11	ATP binding cassette subfamily C member 11	-0.315	2.834
ILMN_1732141	PPP1R8	protein phosphatase 1 regulatory subunit 8	-0.258	1.747
ILMN_1732143			-0.37	3.228
ILMN_1732149	AQP2	aquaporin 2	-0.292	2.301
ILMN_1732151	COL6A1	collagen type VI alpha 1 chain	-0.944	4.35
ILMN_1732154	BCAN	brevican	-0.374	3.199
ILMN_1732158	FMO2	flavin containing monooxygenase 2	-0.639	7.823
ILMN_1732176	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	-0.355	1.858
ILMN_1732182	FBXO44	F-box protein 44	0.449	3.085
ILMN_1732189	SYCE1	synaptonemal complex central element protein 1	-0.384	3.289
ILMN_1732193	CD44	CD44 molecule (Indian blood group)	0.882	7.538
ILMN_1732197	MN1	MN1 proto-oncogene, transcriptional regulator	-0.562	4.199
ILMN_1732251	OR10G9	olfactory receptor family 10 subfamily G member 9	-0.334	2.625
ILMN_1732267			-0.327	2.77
ILMN_1732269	GP6	glycoprotein VI platelet	-0.366	3.14
ILMN_1732271	BTBD9	BTB domain containing 9	-0.354	3.11
ILMN_1732296	ID3	inhibitor of DNA binding 3, HLH protein	-0.659	5.626
ILMN_1732300	POLR2C	RNA polymerase II subunit C	0.35	3.186
ILMN_1732309	TAS2R9	taste 2 receptor member 9	-0.32	2.372
ILMN_1732311	CEP152	centrosomal protein 152	0.475	3.943
ILMN_1732321	COPS8	COP9 signalosome subunit 8	-0.32	2.678
ILMN_1732323	PADI1	peptidyl arginine deiminase 1	-0.303	2.298
ILMN_1732343	SIK3	SIK family kinase 3	-0.408	6.077
ILMN_1732347	FAM213B	family with sequence similarity 213 member B	0.395	3.216
ILMN_1732371			-0.602	6.902
ILMN_1732398	SCGB2A1	secretoglobin family 2A member 1	-1.715	8.287
ILMN_1732404	C2orf15	chromosome 2 open reading frame 15	0.275	2.283
ILMN_1732410	SLC16A9	solute carrier family 16 member 9	-2.297	11.41
ILMN_1732421			-0.821	6.735
ILMN_1732426	CRHR1	corticotropin releasing hormone receptor 1	-0.333	2.806
ILMN_1732439	LBH	limb bud and heart development	-0.322	2.947
ILMN_1732452	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	0.851	10.092
ILMN_1732467	OR2AG1	olfactory receptor family 2 subfamily AG member 1 (gene/pseudogene)	-0.379	3.267
ILMN_1732475			-0.291	2.266
ILMN_1732491			-0.337	2.775
ILMN_1732514	GALK2	galactokinase 2	-0.264	2.538
ILMN_1732516	KNTC1	kinetochore associated 1	1.31	18.014
ILMN_1732519	PER3	period circadian clock 3	-0.67	8.15
ILMN_1732534	CHMP5	charged multivesicular body protein 5	-0.35	1.652
ILMN_1732535	TTC7A	tetratricopeptide repeat domain 7A	-0.364	3.845
ILMN_1732575	SEC14L1	SEC14 like lipid binding 1	-0.292	3.162
ILMN_1732577	TMEM216	transmembrane protein 216	0.782	11.097
ILMN_1732583	CDCP2	CUB domain containing protein 2	-0.337	2.541
ILMN_1732609	FAM214B	family with sequence similarity 214 member B	-0.72	5.569
ILMN_1732612	SHB	SH2 domain containing adaptor protein B	0.505	5.087
ILMN_1732635	KRT83	keratin 83	-0.333	2.463
ILMN_1732636	DGKB	diacylglycerol kinase beta	-0.545	6.939
ILMN_1732641			-0.31	2.288
ILMN_1732672			-0.375	3.001
ILMN_1732678	KERA	keratocan	-0.39	3.682
ILMN_1732688	DUT	deoxyuridine triphosphatase	0.664	6.056
ILMN_1732696			-0.358	2.834
ILMN_1732705	HCFC1	host cell factor C1	0.46	6.167
ILMN_1732717	FAM71E1	family with sequence similarity 71 member E1	0.703	8.241
ILMN_1732720	LENG9	leukocyte receptor cluster member 9	-0.243	1.869
ILMN_1732722	TRNAU1AP	tRNA selenocysteine 1 associated protein 1	-0.437	7.568
ILMN_1732725	PPP6R3	protein phosphatase 6 regulatory subunit 3	-0.238	2.559
ILMN_1732739	PPP1R32	protein phosphatase 1 regulatory subunit 32	-0.373	3.708
ILMN_1732750	COA4	cytochrome c oxidase assembly factor 4 homolog	0.698	13.257
ILMN_1732767	PSMD9	proteasome 26S subunit, non-ATPase 9	-0.272	3.314
ILMN_1732772	PPME1	protein phosphatase methylesterase 1	0.616	7.966
ILMN_1732776	NUP98	nucleoporin 98	0.272	2.84
ILMN_1732781	SPANXD	SPANX family member D	-0.296	2.368
ILMN_1732782	SCN2A	sodium voltage-gated channel alpha subunit 2	-0.364	1.98
ILMN_1732809	ALG9	ALG9, alpha-1,2-mannosyltransferase	0.414	7.088
ILMN_1732810	SNX17	sorting nexin 17	-0.228	1.96
ILMN_1732822	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	-0.329	2.946
ILMN_1732827	ILK	integrin linked kinase	-0.303	2.386
ILMN_1732831	CHST7	carbohydrate sulfotransferase 7	-0.481	4.444
ILMN_1732850	COL21A1	collagen type XXI alpha 1 chain	-1.095	10.638
ILMN_1732860	FLJ26850	FLJ26850 protein	-0.347	3.064
ILMN_1732885	SLX4	SLX4 structure-specific endonuclease subunit	0.217	2.179
ILMN_1732901	OR5H1	olfactory receptor family 5 subfamily H member 1	-0.349	2.554
ILMN_1732909	ZNF483	zinc finger protein 483	-0.386	3.884
ILMN_1732913	LRP6	LDL receptor related protein 6	-0.311	2.756
ILMN_1732916			-0.346	3.779
ILMN_1732919	LILRB5	leukocyte immunoglobulin like receptor B5	-0.689	11.372
ILMN_1732923	SIPA1L2	signal induced proliferation associated 1 like 2	-0.844	9.399
ILMN_1732948	ANO7	anoctamin 7	-0.362	3.183
ILMN_1732958	LRP12	LDL receptor related protein 12	-0.337	2.821
ILMN_1732976	FGF14	fibroblast growth factor 14	-0.323	2.335
ILMN_1732981	ZBTB32	zinc finger and BTB domain containing 32	-0.387	3.649
ILMN_1732985	PHF20L1	PHD finger protein 20-like 1	0.356	3.112
ILMN_1733033	GEMIN2	gem nuclear organelle associated protein 2	0.673	9.305
ILMN_1733036			-0.365	4.071
ILMN_1733045	RAB36	RAB36, member RAS oncogene family	0.412	3.909
ILMN_1733048	DRAP1	DR1 associated protein 1	0.709	6.781
ILMN_1733050	SEC31B	SEC31 homolog B, COPII coat complex component	-0.479	7.553
ILMN_1733055	TXLNB	taxilin beta	-0.512	6.685
ILMN_1733068	ARHGAP1	Rho GTPase activating protein 1	-0.266	2.191
ILMN_1733094	STEAP1	six transmembrane epithelial antigen of the prostate 1	0.557	3.236
ILMN_1733103			0.257	1.651
ILMN_1733107	NOC4L	nucleolar complex associated 4 homolog	0.282	2.643
ILMN_1733108	STRIP2	striatin interacting protein 2	-0.234	1.738
ILMN_1733115	RALGAPB	Ral GTPase activating protein non-catalytic beta subunit	0.474	4.867
ILMN_1733135	TFAP2A	transcription factor AP-2 alpha	-0.351	3.167
ILMN_1733136	IFNA16	interferon alpha 16	-0.349	3.118
ILMN_1733155	GIT1	GIT ArfGAP 1	0.434	4.355
ILMN_1733157	THSD1	thrombospondin type 1 domain containing 1	-0.248	2.064
ILMN_1733164			0.43	6.443
ILMN_1733183			0.168	1.509
ILMN_1733191	CCDC26	CCDC26 long non-coding RNA	-0.374	3.07
ILMN_1733226	KANK2	KN motif and ankyrin repeat domains 2	-1.357	7.569
ILMN_1733245	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	-0.37	3.239
ILMN_1733249	GNB4	G protein subunit beta 4	-0.563	5.872
ILMN_1733250	PCDHGA6	protocadherin gamma subfamily A, 6	-0.332	2.901
ILMN_1733254	WDR93	WD repeat domain 93	-0.33	2.461
ILMN_1733259	TMIGD3	transmembrane and immunoglobulin domain containing 3	-0.84	6.271
ILMN_1733270	CD163	CD163 molecule	-0.654	3.41
ILMN_1733282	EPS8	epidermal growth factor receptor pathway substrate 8	-0.62	4.213
ILMN_1733284	ZDHHC9	zinc finger DHHC-type containing 9	-0.331	2.899
ILMN_1733288	C1RL	complement C1r subcomponent like	-0.274	2.441
ILMN_1733294			-0.313	2.737
ILMN_1733295			-0.363	2.954
ILMN_1733298	C1orf158	chromosome 1 open reading frame 158	-0.329	2.76
ILMN_1733305	EIF2A	eukaryotic translation initiation factor 2A	0.753	14.151
ILMN_1733338	BTN3A3	butyrophilin subfamily 3 member A3	-0.417	2.932
ILMN_1733346	SH3BGR	SH3 domain binding glutamate rich protein	-0.275	2.565
ILMN_1733348	MAP7D1	MAP7 domain containing 1	-0.809	8.85
ILMN_1733360			-0.33	3.003
ILMN_1733364	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	-0.191	1.665
ILMN_1733366	MAST1	microtubule associated serine/threonine kinase 1	-0.286	2.38
ILMN_1733377	FASTKD5	FAST kinase domains 5	0.239	2.006
ILMN_1733402	CSF1	colony stimulating factor 1	-0.463	5.257
ILMN_1733407	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2	0.266	2.806
ILMN_1733415	MFAP5	microfibrillar associated protein 5	-1.952	8.487
ILMN_1733417			-0.441	3.876
ILMN_1733419	CCNE1	cyclin E1	-0.303	2.31
ILMN_1733421	PRKCQ	protein kinase C theta	-0.382	2.692
ILMN_1733426	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3	-0.385	3.547
ILMN_1733428	RNASE11	ribonuclease A family member 11 (inactive)	-0.347	3.077
ILMN_1733430	KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3	-0.34	2.96
ILMN_1733441	POGZ	pogo transposable element with ZNF domain	-0.418	3.895
ILMN_1733443	SULT1B1	sulfotransferase family 1B member 1	-1.161	10.317
ILMN_1733462	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2	-1.092	4.488
ILMN_1733511	GOLGA3	golgin A3	-0.254	4.145
ILMN_1733515	LOXL3	lysyl oxidase like 3	-0.389	4.254
ILMN_1733519	HMGB3	high mobility group box 3	1.211	10.852
ILMN_1733523	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit	0.266	2.944
ILMN_1733531	ACTL10	actin like 10	0.554	5.195
ILMN_1733535	ZNF366	zinc finger protein 366	-0.469	6.279
ILMN_1733538	RGS10	regulator of G-protein signaling 10	-0.865	10.872
ILMN_1733541			-0.357	3.02
ILMN_1733554	UCP3	uncoupling protein 3	-0.374	3.213
ILMN_1733559	RNA28S5	RNA, 28S ribosomal 5	0.437	1.472
ILMN_1733564			-0.389	3.732
ILMN_1733579	EVI2A	ecotropic viral integration site 2A	-0.786	6.719
ILMN_1733581			0.269	2.072
ILMN_1733598	AKT3	AKT serine/threonine kinase 3	-0.312	2.534
ILMN_1733616	TFEB	transcription factor EB	-0.482	6.302
ILMN_1733627	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	-1.16	13.29
ILMN_1733648	SNAP91	synaptosome associated protein 91	-1.394	18.343
ILMN_1733654	CXorf40B	chromosome X open reading frame 40B	-0.275	2.372
ILMN_1733658			-0.294	2.229
ILMN_1733667	DHX35	DEAH-box helicase 35	0.219	1.562
ILMN_1733669	CDH18	cadherin 18	-0.386	3.37
ILMN_1733680	AZI2	5-azacytidine induced 2	-0.437	7.441
ILMN_1733684	HIST1H1T	histone cluster 1, H1t	-0.286	2.097
ILMN_1733690	AKAP7	A-kinase anchoring protein 7	-0.959	6.525
ILMN_1733696	IMP3	IMP3, U3 small nucleolar ribonucleoprotein	0.518	7.946
ILMN_1733703	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	0.262	2.404
ILMN_1733716	ANKRD45	ankyrin repeat domain 45	-0.345	2.579
ILMN_1733722	PAGE3	PAGE family member 3	-0.355	3.337
ILMN_1733746	REEP1	receptor accessory protein 1	-1.089	3.095
ILMN_1733747			-0.347	2.796
ILMN_1733756	COL12A1	collagen type XII alpha 1 chain	1.265	6.195
ILMN_1733758	MT1B	metallothionein 1B	-0.333	2.792
ILMN_1733774	MARCH10	membrane associated ring-CH-type finger 10	-0.368	3.114
ILMN_1733807	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1	-0.284	1.874
ILMN_1733841	TCF7L1	transcription factor 7 like 1	-0.772	11.639
ILMN_1733846	XKR9	XK related 9	-0.329	2.752
ILMN_1733847	GALR2	galanin receptor 2	-1.069	6.949
ILMN_1733860	SYNPR	synaptoporin	-0.364	2.856
ILMN_1733861	ARHGEF11	Rho guanine nucleotide exchange factor 11	-0.219	2.057
ILMN_1733863	UBALD1	UBA like domain containing 1	0.395	4.757
ILMN_1733867	IL18BP	interleukin 18 binding protein	-0.352	2.849
ILMN_1733869	OGDH	oxoglutarate dehydrogenase	-0.362	2.525
ILMN_1733875	RUNDC1	RUN domain containing 1	-0.291	3.825
ILMN_1733904	BPIFB1	BPI fold containing family B member 1	-0.277	1.446
ILMN_1733929	DNMT3B	DNA methyltransferase 3 beta	-0.245	1.74
ILMN_1733930	PREB	prolactin regulatory element binding	0.447	5.288
ILMN_1733931	PDCD6	programmed cell death 6	0.423	3.784
ILMN_1733932	SNUPN	snurportin 1	0.277	3.786
ILMN_1733947	FKBP8	FK506 binding protein 8	-0.366	3.809
ILMN_1733950	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	1.938	20.995
ILMN_1733956	IARS	isoleucyl-tRNA synthetase	1.652	15.048
ILMN_1733963	ADRA2C	adrenoceptor alpha 2C	-0.316	2.261
ILMN_1733970	BAG1	BCL2 associated athanogene 1	-0.323	3.455
ILMN_1733985	SIRT3	sirtuin 3	-0.307	2.484
ILMN_1733991	UBL7	ubiquitin like 7	-0.205	1.442
ILMN_1733998	DHRS9	dehydrogenase/reductase 9	-2.152	7.595
ILMN_1734007	GRAMD3	GRAM domain containing 3	-1.684	16.194
ILMN_1734010	CCDC186	coiled-coil domain containing 186	-0.42	4.639
ILMN_1734011	TMEM201	transmembrane protein 201	0.369	3.572
ILMN_1734021	CLSTN3	calsyntenin 3	-0.313	2.59
ILMN_1734054	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	-0.322	2.422
ILMN_1734096	DCLRE1A	DNA cross-link repair 1A	0.5	7.534
ILMN_1734176	CGA	glycoprotein hormones, alpha polypeptide	-0.311	2.536
ILMN_1734194	EXOSC3	exosome component 3	1.225	18.181
ILMN_1734198	RNGTT	RNA guanylyltransferase and 5'-phosphatase	0.158	1.504
ILMN_1734229	SPPL2A	signal peptide peptidase like 2A	-1.263	13.254
ILMN_1734234	LILRB2	leukocyte immunoglobulin like receptor B2	-0.301	2.29
ILMN_1734240	KLHL25	kelch like family member 25	-0.185	1.785
ILMN_1734254	ZNF770	zinc finger protein 770	0.628	10.246
ILMN_1734267	ZNF587	zinc finger protein 587	-0.326	2.709
ILMN_1734276	PMEPA1	prostate transmembrane protein, androgen induced 1	0.874	6.171
ILMN_1734285	DNMT3B	DNA methyltransferase 3 beta	-0.299	2.761
ILMN_1734286	RBM15B	RNA binding motif protein 15B	0.175	1.642
ILMN_1734288	DUSP18	dual specificity phosphatase 18	0.813	7.03
ILMN_1734290	MAPRE3	microtubule associated protein RP/EB family member 3	-0.919	6.793
ILMN_1734306	OR52E4	olfactory receptor family 52 subfamily E member 4	-0.375	2.911
ILMN_1734312	GCN1	GCN1, eIF2 alpha kinase activator homolog	0.58	9.258
ILMN_1734317	DPF2	double PHD fingers 2	0.333	3.264
ILMN_1734325	COLQ	collagen like tail subunit of asymmetric acetylcholinesterase	-0.34	2.681
ILMN_1734346	IZUMO4	IZUMO family member 4	-0.399	4.039
ILMN_1734352	TPH2	tryptophan hydroxylase 2	-0.349	2.877
ILMN_1734353	GPX4	glutathione peroxidase 4	0.256	2.034
ILMN_1734365	PAX2	paired box 2	-0.364	3.234
ILMN_1734366	RORC	RAR related orphan receptor C	-0.489	4.239
ILMN_1734380	DPF3	double PHD fingers 3	-0.458	5.43
ILMN_1734387	DUSP4	dual specificity phosphatase 4	1.031	3.783
ILMN_1734425	ZDHHC9	zinc finger DHHC-type containing 9	1.291	14.581
ILMN_1734434			-0.317	2.333
ILMN_1734452	GLYATL2	glycine-N-acyltransferase like 2	-0.311	2.817
ILMN_1734472	PEBP4	phosphatidylethanolamine binding protein 4	-0.355	3.533
ILMN_1734478	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	-0.874	5.545
ILMN_1734479	ASIC3	acid sensing ion channel subunit 3	-0.296	2.48
ILMN_1734483	BSDC1	BSD domain containing 1	-0.485	6.719
ILMN_1734486	TSEN15	tRNA splicing endonuclease subunit 15	0.762	7.776
ILMN_1734496	ARID1A	AT-rich interaction domain 1A	-0.32	2.748
ILMN_1734508	MRPL58	mitochondrial ribosomal protein L58	0.852	13.327
ILMN_1734542	OVGP1	oviductal glycoprotein 1	0.634	5.644
ILMN_1734543	PTPRE	protein tyrosine phosphatase, receptor type E	-0.214	1.611
ILMN_1734550	SLC9A3	solute carrier family 9 member A3	-0.587	4.144
ILMN_1734552	LRRC20	leucine rich repeat containing 20	-0.331	2.423
ILMN_1734568	PC	pyruvate carboxylase	-0.347	2.799
ILMN_1734581			-0.829	11.221
ILMN_1734596	TC2N	tandem C2 domains, nuclear	0.303	1.492
ILMN_1734600			-0.203	1.421
ILMN_1734603	BCAN	brevican	-0.34	2.852
ILMN_1734608	ZNF77	zinc finger protein 77	0.262	3.368
ILMN_1734624	EPHB4	EPH receptor B4	0.543	7.652
ILMN_1734631	CLYBL	citrate lyase beta like	-0.332	2.803
ILMN_1734645	SUN5	Sad1 and UNC84 domain containing 5	-0.349	3.144
ILMN_1734652	ARHGAP27	Rho GTPase activating protein 27	-0.581	3.394
ILMN_1734660	ICAM4	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)	-0.323	2.357
ILMN_1734676	SLC5A12	solute carrier family 5 member 12	-0.328	2.535
ILMN_1734694	MEP1B	meprin A subunit beta	-1.159	6.486
ILMN_1734695	MAP4	microtubule associated protein 4	-0.631	7.113
ILMN_1734734	ZNF519	zinc finger protein 519	-0.7	4.835
ILMN_1734736	VPS16	VPS16, CORVET/HOPS core subunit	-0.332	3.745
ILMN_1734740	GPR65	G protein-coupled receptor 65	-0.454	3.98
ILMN_1734748	LILRA1	leukocyte immunoglobulin like receptor A1	-0.353	3.087
ILMN_1734760	NAT8	N-acetyltransferase 8 (putative)	-0.308	2.036
ILMN_1734762	OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)	-0.34	3.534
ILMN_1734782	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	-0.207	1.62
ILMN_1734783	ZMYND11	zinc finger MYND-type containing 11	-0.29	2.586
ILMN_1734788	ATP2B2	ATPase plasma membrane Ca2+ transporting 2	-0.303	2.28
ILMN_1734794	AKAP4	A-kinase anchoring protein 4	-0.301	2.261
ILMN_1734804	KCNJ9	potassium voltage-gated channel subfamily J member 9	-0.346	2.923
ILMN_1734814	HSPA4	heat shock protein family A (Hsp70) member 4	0.425	3.368
ILMN_1734826	NUP88	nucleoporin 88	0.483	5.871
ILMN_1734827	MKI67	marker of proliferation Ki-67	0.866	10.09
ILMN_1734833	NBN	nibrin	0.597	5.376
ILMN_1734848	TRIOBP	TRIO and F-actin binding protein	-0.302	3.088
ILMN_1734857	GNA14	G protein subunit alpha 14	-0.378	2.617
ILMN_1734862			-0.342	2.614
ILMN_1734867	NR2C1	nuclear receptor subfamily 2 group C member 1	0.875	14.574
ILMN_1734878	CD79A	CD79a molecule	-1.992	9.245
ILMN_1734893	NTRK3	neurotrophic receptor tyrosine kinase 3	-0.436	4.415
ILMN_1734895	SFT2D1	SFT2 domain containing 1	0.32	2.57
ILMN_1734897	SLC4A4	solute carrier family 4 member 4	-3.036	17.788
ILMN_1734929	BBOX1	gamma-butyrobetaine hydroxylase 1	-0.345	3.266
ILMN_1734937	IL23R	interleukin 23 receptor	-0.469	4.935
ILMN_1734951	GSC2	goosecoid homeobox 2	-0.297	2.202
ILMN_1734952	MRPS35	mitochondrial ribosomal protein S35	1.001	15.787
ILMN_1734973	MRPS9	mitochondrial ribosomal protein S9	0.505	6.774
ILMN_1734991			-0.983	11.85
ILMN_1735004	TMA16	translation machinery associated 16 homolog	0.497	7.153
ILMN_1735009	NXPE1	neurexophilin and PC-esterase domain family member 1	-1.196	4.952
ILMN_1735014	KLF6	Kruppel like factor 6	-1.065	12.866
ILMN_1735022	ING1	inhibitor of growth family member 1	-0.371	2.957
ILMN_1735038	MARCH3	membrane associated ring-CH-type finger 3	-0.894	9.568
ILMN_1735042	OR4N4	olfactory receptor family 4 subfamily N member 4	-0.34	2.517
ILMN_1735045	A4GALT	alpha 1,4-galactosyltransferase	-0.437	3.431
ILMN_1735055	TEAD1	TEA domain transcription factor 1	-0.342	2.891
ILMN_1735058	CHST12	carbohydrate (chondroitin 4) sulfotransferase 12	-0.702	6.626
ILMN_1735062	KCNG2	potassium voltage-gated channel modifier subfamily G member 2	-0.423	3.594
ILMN_1735063	KIAA1841	KIAA1841	-0.345	2.911
ILMN_1735075	PGBD2	piggyBac transposable element derived 2	-0.191	1.476
ILMN_1735093	TIMELESS	timeless circadian clock	1.542	22.427
ILMN_1735143	THEMIS2	thymocyte selection associated family member 2	-0.336	3.241
ILMN_1735148	SEC24B	SEC24 homolog B, COPII coat complex component	-0.387	4.485
ILMN_1735156	SLC4A11	solute carrier family 4 member 11	0.765	4.667
ILMN_1735157	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12	-0.843	4.76
ILMN_1735172			-0.326	2.52
ILMN_1735185	CSTF1	cleavage stimulation factor subunit 1	-0.281	2.016
ILMN_1735189			-0.341	2.961
ILMN_1735192	COLEC11	collectin subfamily member 11	-0.36	1.95
ILMN_1735199	CIAPIN1	cytokine induced apoptosis inhibitor 1	0.694	10.798
ILMN_1735208	IL22	interleukin 22	-0.302	2.472
ILMN_1735211	RBPJL	recombination signal binding protein for immunoglobulin kappa J region like	-0.345	2.992
ILMN_1735218	ARRB1	arrestin beta 1	-0.752	8.433
ILMN_1735224	INPP5A	inositol polyphosphate-5-phosphatase A	-0.977	12.341
ILMN_1735260	MASP2	mannan binding lectin serine peptidase 2	-0.284	2.18
ILMN_1735275	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	0.326	3.351
ILMN_1735278	OR13C3	olfactory receptor family 13 subfamily C member 3	-0.331	2.74
ILMN_1735292	ENKUR	enkurin, TRPC channel interacting protein	-0.384	3.212
ILMN_1735301	DGKD	diacylglycerol kinase delta	-0.254	1.975
ILMN_1735304	SDC1	syndecan 1	-0.346	2.727
ILMN_1735333	NBR1	NBR1, autophagy cargo receptor	-0.336	3.794
ILMN_1735338	ALKBH7	alkB homolog 7	-0.459	3.929
ILMN_1735347	MCEE	methylmalonyl-CoA epimerase	0.336	2.774
ILMN_1735353	IRX1	iroquois homeobox 1	-0.304	3.426
ILMN_1735355	BDKRB1	bradykinin receptor B1	-0.987	9.462
ILMN_1735360	SDAD1	SDA1 domain containing 1	0.653	7.854
ILMN_1735361	MAPK11	mitogen-activated protein kinase 11	-0.356	3.071
ILMN_1735364			-0.205	2.319
ILMN_1735386	SLC22A11	solute carrier family 22 member 11	0.444	1.663
