ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1728224	4.38e-03	2.10e-03	3.206088	-2.381089	0.3698394	33286445	OGFR	opioid growth factor receptor
ILMN_1801428	4.38e-03	2.10e-03	-3.206033	-2.381245	-0.3074419	194018510	KRT77	keratin 77
ILMN_1782609	4.38e-03	2.10e-03	3.205998	-2.381342	0.4411409	112789529	STAG2	stromal antigen 2
ILMN_1781045	4.38e-03	2.10e-03	-3.205953	-2.381467	-0.3087745	188595662	FXYD2	FXYD domain containing ion transport regulator 2
ILMN_1773289	4.38e-03	2.10e-03	-3.205829	-2.381811	-0.3090389	NA		
ILMN_1771447	4.38e-03	2.10e-03	-3.205776	-2.381959	-0.2813782	NA		
ILMN_1810550	4.38e-03	2.10e-03	-3.205721	-2.382114	-0.2901863	312284079	BAIAP3	BAI1 associated protein 3
ILMN_1726761	4.38e-03	2.10e-03	-3.205693	-2.382192	-0.3275872	NA		
ILMN_1719031	4.38e-03	2.10e-03	-3.205627	-2.382374	-0.3162659	56549663	AMY1C	amylase, alpha 1C (salivary)
ILMN_1808835	4.38e-03	2.11e-03	-3.205168	-2.383653	-0.3081157	565671727	CCDC7	coiled-coil domain containing 7
ILMN_1693896	4.38e-03	2.11e-03	-3.205163	-2.383667	-0.3051956	924183250	ATP8A2	ATPase phospholipid transporting 8A2
ILMN_1659378	4.39e-03	2.11e-03	-3.204791	-2.384706	-0.309705	151301210	TFAP2D	transcription factor AP-2 delta
ILMN_1677061	4.39e-03	2.11e-03	-3.20468	-2.385015	-0.3380395	589811539	TPTE	transmembrane phosphatase with tensin homology
ILMN_1792812	4.39e-03	2.11e-03	-3.204247	-2.386221	-0.3324501	21071069	TMC1	transmembrane channel like 1
ILMN_1652975	4.39e-03	2.11e-03	-3.204162	-2.386457	-0.33004	953514556	DLK1	delta like non-canonical Notch ligand 1
ILMN_1754035	4.39e-03	2.11e-03	-3.204157	-2.386471	-0.2956069	51944965	ATP4A	ATPase H+/K+ transporting alpha subunit
ILMN_1672660	4.39e-03	2.11e-03	-3.204065	-2.386728	-0.3422251	68509937	MBP	myelin basic protein
ILMN_1667884	4.39e-03	2.11e-03	-3.204049	-2.386772	-0.286988	63054854	ERMAP	erythroblast membrane associated protein (Scianna blood group)
ILMN_1799243	4.39e-03	2.11e-03	3.204029	-2.386828	0.7042156	960139467	ANXA13	annexin A13
ILMN_1694755	4.39e-03	2.12e-03	-3.203999	-2.386911	-0.303749	NA		
ILMN_1677910	4.39e-03	2.12e-03	-3.203958	-2.387026	-0.3519076	NA		
ILMN_1804461	4.39e-03	2.12e-03	-3.203907	-2.387167	-0.6121663	116284393	MYH14	myosin, heavy chain 14, non-muscle
ILMN_1666893	4.39e-03	2.12e-03	-3.20387	-2.387271	-0.3395566	742068546	TRIML2	tripartite motif family like 2
ILMN_1729874	4.39e-03	2.12e-03	-3.203833	-2.387375	-0.3071896	39812354	OR7C1	olfactory receptor family 7 subfamily C member 1
ILMN_1684866	4.39e-03	2.12e-03	-3.20382	-2.387411	-0.3346175	313482781	CACNG2	calcium voltage-gated channel auxiliary subunit gamma 2
ILMN_1676311	4.39e-03	2.12e-03	-3.203819	-2.387413	-0.3115712	663071139	COX18	COX18, cytochrome c oxidase assembly factor
ILMN_1666689	4.40e-03	2.12e-03	-3.203738	-2.387639	-0.3033755	75709227	PRKCZ	protein kinase C zeta
ILMN_1712912	4.40e-03	2.12e-03	-3.203706	-2.387726	-0.3332773	961349551	SLC10A7	solute carrier family 10 member 7
ILMN_1766830	4.40e-03	2.12e-03	-3.203425	-2.388512	-0.3235036	23238199	RELT	RELT tumor necrosis factor receptor
ILMN_1715659	4.40e-03	2.12e-03	-3.203229	-2.389055	-0.3253911	731441385	HIPK4	homeodomain interacting protein kinase 4
ILMN_1678574	4.40e-03	2.12e-03	-3.203199	-2.38914	-0.3369616	115583655	IFNA8	interferon alpha 8
ILMN_1800101	4.40e-03	2.12e-03	-3.202858	-2.39009	-0.3053394	124248545	HHIPL2	HHIP like 2
ILMN_1803015	4.40e-03	2.12e-03	-3.202843	-2.39013	-0.3269158	430768612	C11orf44	chromosome 11 open reading frame 44
ILMN_1720523	4.41e-03	2.12e-03	-3.20275	-2.39039	-0.3038794	294712547	IL15RA	interleukin 15 receptor subunit alpha
ILMN_1714884	4.41e-03	2.12e-03	-3.202742	-2.390412	-0.334168	NA		
ILMN_1697970	4.41e-03	2.12e-03	-3.202645	-2.390683	-0.3193283	72198345	BCL2	BCL2, apoptosis regulator
ILMN_1710590	4.41e-03	2.12e-03	-3.202609	-2.390784	-0.3289433	419636337	PLA2G2E	phospholipase A2 group IIE
ILMN_1684492	4.41e-03	2.12e-03	-3.202485	-2.391128	-0.3179425	262263419	LEKR1	leucine, glutamate and lysine rich 1
ILMN_1792669	4.41e-03	2.13e-03	3.2024	-2.391364	0.2702649	338753395	HLCS	holocarboxylase synthetase
ILMN_1714081	4.41e-03	2.13e-03	-3.20235	-2.391504	-0.2875544	237649112	RHOBTB2	Rho related BTB domain containing 2
ILMN_1760369	4.41e-03	2.13e-03	-3.202203	-2.391914	-0.3147327	61744443	TSSK3	testis specific serine kinase 3
ILMN_1804152	4.41e-03	2.13e-03	-3.202051	-2.392338	-0.3276547	524550428	KCNH6	potassium voltage-gated channel subfamily H member 6
ILMN_1670149	4.41e-03	2.13e-03	-3.201961	-2.392588	-0.2962509	52317101	OR4S1	olfactory receptor family 4 subfamily S member 1
ILMN_1763561	4.41e-03	2.13e-03	-3.201889	-2.392787	-0.3245907	319996740	OSBPL6	oxysterol binding protein like 6
ILMN_1704973	4.42e-03	2.13e-03	-3.20165	-2.393453	-0.3104281	197927444	SARDH	sarcosine dehydrogenase
ILMN_1675898	4.42e-03	2.13e-03	-3.201567	-2.393686	-0.3336702	387912563	SH3BP5	SH3 domain binding protein 5
ILMN_1694051	4.42e-03	2.13e-03	-3.201528	-2.393792	-0.2931107	52353345	OR7G2	olfactory receptor family 7 subfamily G member 2
ILMN_1697412	4.42e-03	2.13e-03	-3.201525	-2.393802	-0.3057213	373884052	RHBG	Rh family B glycoprotein (gene/pseudogene)
ILMN_1801642	4.42e-03	2.13e-03	-3.20149	-2.393899	-0.305729	18201912	FOXN1	forkhead box N1
ILMN_1665458	4.42e-03	2.13e-03	-3.201475	-2.393941	-0.2895013	134031963	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2
ILMN_1808748	4.42e-03	2.13e-03	-3.201403	-2.394142	-0.2977097	379698824	CLCN6	chloride voltage-gated channel 6
ILMN_1695382	4.42e-03	2.13e-03	-3.201287	-2.394465	-0.3238135	62865624	TSC22D3	TSC22 domain family member 3
ILMN_1652181	4.42e-03	2.14e-03	-3.200794	-2.395835	-0.3573038	145275215	KIF2B	kinesin family member 2B
ILMN_1674541	4.43e-03	2.14e-03	-3.200486	-2.396694	-0.3098704	239787776	KIRREL3	kin of IRRE like 3 (Drosophila)
ILMN_1740627	4.43e-03	2.14e-03	-3.200446	-2.396806	-0.3123371	73695941	TIAM2	T-cell lymphoma invasion and metastasis 2
ILMN_1695475	4.43e-03	2.14e-03	-3.20044	-2.396822	-0.5168618	335057525	SEMA3C	semaphorin 3C
ILMN_1755734	4.43e-03	2.14e-03	-3.200393	-2.396953	-0.3094334	372282476	VSX1	visual system homeobox 1
ILMN_1757915	4.43e-03	2.14e-03	-3.20034	-2.397101	-0.333832	NA		
ILMN_1799504	4.43e-03	2.14e-03	-3.20027	-2.397296	-0.3330136	155029532	MS4A13	membrane spanning 4-domains A13
ILMN_1713840	4.43e-03	2.14e-03	-3.200136	-2.397668	-0.3261599	289802998	HYAL2	hyaluronoglucosaminidase 2
ILMN_1760441	4.43e-03	2.14e-03	3.200067	-2.39786	0.2894434	1013382328	MRPS5	mitochondrial ribosomal protein S5
ILMN_1712774	4.43e-03	2.14e-03	-3.19988	-2.398382	-0.300163	224586939	IRS4	insulin receptor substrate 4
ILMN_1727280	4.43e-03	2.14e-03	-3.199857	-2.398444	-0.2357273	41349459	PRDM10	PR/SET domain 10
ILMN_1759089	4.43e-03	2.14e-03	3.199696	-2.398892	1.2899859	315434256	DEFA6	defensin alpha 6
ILMN_1694077	4.43e-03	2.14e-03	-3.199652	-2.399014	-0.3298303	28173557	TAAR6	trace amine associated receptor 6
ILMN_1690469	4.43e-03	2.14e-03	-3.199546	-2.39931	-0.3112392	291327482	SMG7	SMG7, nonsense mediated mRNA decay factor
ILMN_1659988	4.43e-03	2.14e-03	-3.199486	-2.399477	-0.3240669	119943117	CTNS	cystinosin, lysosomal cystine transporter
ILMN_1812362	4.44e-03	2.14e-03	-3.19939	-2.399744	-0.3152356	62420879	ME3	malic enzyme 3
ILMN_1698137	4.44e-03	2.15e-03	-3.199294	-2.400013	-0.3292153	371940993	DNMT3A	DNA methyltransferase 3 alpha
ILMN_1814208	4.44e-03	2.15e-03	-3.199258	-2.400112	-0.3283991	NA		
ILMN_1652872	4.44e-03	2.15e-03	-3.199013	-2.400793	-0.2779233	389886553	UBOX5	U-box domain containing 5
ILMN_1742764	4.44e-03	2.15e-03	-3.198871	-2.401188	-0.3071424	NA		
ILMN_1745138	4.44e-03	2.15e-03	-3.198703	-2.401657	-0.2842072	662033911	GNB3	G protein subunit beta 3
ILMN_1705352	4.45e-03	2.15e-03	-3.197996	-2.403624	-0.3168722	139394625	FUT9	fucosyltransferase 9
ILMN_1810200	4.45e-03	2.15e-03	-3.197874	-2.403964	-0.3113798	460838701	ARPC2	actin related protein 2/3 complex subunit 2
ILMN_1808262	4.45e-03	2.15e-03	-3.197784	-2.404214	-0.3310215	52353299	OR8K3	olfactory receptor family 8 subfamily K member 3 (gene/pseudogene)
ILMN_1751493	4.46e-03	2.16e-03	-3.197581	-2.404778	-0.3060187	221316653	NPFFR2	neuropeptide FF receptor 2
ILMN_1746924	4.46e-03	2.16e-03	-3.197552	-2.404859	-0.3055871	239787103	ZNF610	zinc finger protein 610
ILMN_1669498	4.46e-03	2.16e-03	-3.197443	-2.40516	-0.3281378	302370924	CRB1	crumbs 1, cell polarity complex component
ILMN_1667264	4.46e-03	2.16e-03	-3.197332	-2.40547	-0.31708	NA		
ILMN_1738058	4.46e-03	2.16e-03	-3.197184	-2.405882	-0.348485	525507380	CPNE6	copine 6
ILMN_1676870	4.46e-03	2.16e-03	-3.197032	-2.406304	-0.3209639	1016841207	GABRR2	gamma-aminobutyric acid type A receptor rho2 subunit
ILMN_1705390	4.46e-03	2.16e-03	-3.196919	-2.406618	-0.3539276	299758460	KLHL22	kelch like family member 22
ILMN_1803994	4.46e-03	2.16e-03	-3.196695	-2.407242	-0.2945381	156631002	RNF5	ring finger protein 5
ILMN_1769083	4.47e-03	2.16e-03	-3.196592	-2.407528	-0.3187644	215276991	GSTA3	glutathione S-transferase alpha 3
ILMN_1662359	4.47e-03	2.16e-03	-3.196462	-2.407891	-0.4142942	15718726	HIST1H4K	histone cluster 1, H4k
ILMN_1691264	4.47e-03	2.16e-03	-3.196377	-2.408126	-0.8790361	117168282	NAT8B	N-acetyltransferase 8B (putative, gene/pseudogene)
ILMN_1762545	4.47e-03	2.16e-03	-3.196241	-2.408505	-0.2999927	NA		
ILMN_1655713	4.47e-03	2.16e-03	-3.196237	-2.408515	-0.324578	52317208	OR2M7	olfactory receptor family 2 subfamily M member 7
ILMN_1794514	4.47e-03	2.16e-03	-3.196198	-2.408624	-0.2878895	167621455	KSR2	kinase suppressor of ras 2
ILMN_1717903	4.47e-03	2.17e-03	-3.196075	-2.408966	-0.2604508	319803107	IL1F10	interleukin 1 family member 10 (theta)
ILMN_1718193	4.47e-03	2.17e-03	-3.196032	-2.409085	-0.3288855	146219831	MYLK3	myosin light chain kinase 3
ILMN_1694475	4.47e-03	2.17e-03	-3.195708	-2.409987	-0.2782038	555290030	GTPBP2	GTP binding protein 2
ILMN_1716136	4.48e-03	2.17e-03	-3.195525	-2.410497	-0.3335799	226246633	KRT71	keratin 71
ILMN_1729645	4.48e-03	2.17e-03	-3.195456	-2.410687	-0.2334483	366039932	BBC3	BCL2 binding component 3
ILMN_1659541	4.48e-03	2.17e-03	-3.195437	-2.410739	-0.2855193	293335858	CRELD1	cysteine rich with EGF like domains 1
ILMN_1806655	4.48e-03	2.17e-03	-3.19515	-2.411539	-0.3008595	95091987	ARHGAP6	Rho GTPase activating protein 6
ILMN_1735801	4.48e-03	2.17e-03	-3.195079	-2.411737	-0.3153785	85386546	ATP6V0A4	ATPase H+ transporting V0 subunit a4
ILMN_1693843	4.48e-03	2.17e-03	-3.195057	-2.411798	-0.3234023	NA		
ILMN_1781221	4.48e-03	2.17e-03	-3.194969	-2.412042	-0.3034107	217416325	SPDYA	speedy/RINGO cell cycle regulator family member A
ILMN_1749827	4.48e-03	2.17e-03	-3.194964	-2.412055	-0.3392738	312283637	NT5C1B	5'-nucleotidase, cytosolic IB
ILMN_1677652	4.48e-03	2.17e-03	-3.194857	-2.412352	-0.3408032	1023301059	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2
ILMN_1753739	4.48e-03	2.17e-03	-3.194751	-2.412647	-0.3190974	399359842	CNIH2	cornichon family AMPA receptor auxiliary protein 2
ILMN_1752409	4.48e-03	2.17e-03	-3.194713	-2.412754	-0.2479558	116805347	TNRC6A	trinucleotide repeat containing 6A
ILMN_1737805	4.48e-03	2.17e-03	-3.19468	-2.412845	-0.2896002	667751589	TPCN1	two pore segment channel 1
ILMN_1763869	4.48e-03	2.18e-03	-3.19463	-2.412983	-0.3238814	111118993	ADGRB1	adhesion G protein-coupled receptor B1
ILMN_1658074	4.48e-03	2.18e-03	-3.194466	-2.41344	-0.3288279	146219854	ZCCHC13	zinc finger CCHC-type containing 13
ILMN_1672908	4.49e-03	2.18e-03	3.194415	-2.413582	0.458056	68160957	TWIST1	twist family bHLH transcription factor 1
ILMN_1762407	4.49e-03	2.18e-03	3.194398	-2.413629	0.3297296	145275194	CABLES2	Cdk5 and Abl enzyme substrate 2
ILMN_1675858	4.49e-03	2.18e-03	-3.194224	-2.414112	-0.3217256	364023808	PMEPA1	prostate transmembrane protein, androgen induced 1
ILMN_1736635	4.49e-03	2.18e-03	-3.194128	-2.41438	-0.3139245	NA		
ILMN_1733860	4.49e-03	2.18e-03	-3.194124	-2.414392	-0.3403502	194018516	SYNPR	synaptoporin
ILMN_1708398	4.49e-03	2.18e-03	-3.193827	-2.415216	-0.3089307	149274606	SLC25A41	solute carrier family 25 member 41
ILMN_1759469	4.49e-03	2.18e-03	-3.193605	-2.415834	-0.3334538	612407817	KIRREL2	kin of IRRE like 2 (Drosophila)
ILMN_1811697	4.49e-03	2.18e-03	-3.193562	-2.415953	-0.3088026	659495409	PLSCR2	phospholipid scramblase 2
ILMN_1749984	4.49e-03	2.18e-03	-3.193466	-2.416218	-0.3319683	NA		
ILMN_1788769	4.50e-03	2.18e-03	-3.193382	-2.416454	-0.3311163	6006022	MAS1	MAS1 proto-oncogene, G protein-coupled receptor
ILMN_1708023	4.50e-03	2.18e-03	-3.193191	-2.416985	-0.3285954	NA		
ILMN_1689380	4.50e-03	2.18e-03	-3.19312	-2.417182	-0.3179463	62388871	FBXO44	F-box protein 44
ILMN_1811370	4.50e-03	2.19e-03	-3.192945	-2.417667	-0.3084975	332078473	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1
ILMN_1699565	4.50e-03	2.19e-03	-3.192791	-2.418095	-0.3165554	NA		
ILMN_1675188	4.50e-03	2.19e-03	-3.192658	-2.418464	-0.3241022	NA		
ILMN_1797638	4.50e-03	2.19e-03	-3.192595	-2.418638	-0.323282	52317145	OR51A2	olfactory receptor family 51 subfamily A member 2
ILMN_1729020	4.50e-03	2.19e-03	-3.192555	-2.41875	-0.3163452	312836759	OR7D4	olfactory receptor family 7 subfamily D member 4
ILMN_1687387	4.50e-03	2.19e-03	-3.192516	-2.41886	-0.3251211	386781886	MGST1	microsomal glutathione S-transferase 1
ILMN_1706028	4.50e-03	2.19e-03	-3.192488	-2.418938	-0.3271621	66932942	VCX	variable charge, X-linked
ILMN_1757504	4.50e-03	2.19e-03	-3.192364	-2.41928	-0.3370291	315113855	REG3A	regenerating family member 3 alpha
ILMN_1778980	4.50e-03	2.19e-03	-3.192351	-2.419318	-0.3066369	NA		
ILMN_1787676	4.50e-03	2.19e-03	-3.19234	-2.419349	-0.3115178	NA		
ILMN_1666972	4.50e-03	2.19e-03	-3.19227	-2.419543	-0.3176907	164663744	SLC5A2	solute carrier family 5 member 2
ILMN_1717205	4.51e-03	2.19e-03	-3.19215	-2.419877	-0.3115522	31343439	OLIG3	oligodendrocyte transcription factor 3
ILMN_1806757	4.51e-03	2.19e-03	3.192018	-2.420243	0.2909757	157694491	MYBBP1A	MYB binding protein 1a
ILMN_1701778	4.51e-03	2.19e-03	-3.191841	-2.420735	-0.3285866	156616293	PGLYRP2	peptidoglycan recognition protein 2
ILMN_1744432	4.51e-03	2.19e-03	-3.191686	-2.421165	-0.3128674	112807172	COX8C	cytochrome c oxidase subunit 8C
ILMN_1664502	4.51e-03	2.20e-03	-3.191444	-2.421837	-0.337497	568815606	CRMP1	collapsin response mediator protein 1
ILMN_1732426	4.51e-03	2.20e-03	-3.191371	-2.422041	-0.3134808	223717963	CRHR1	corticotropin releasing hormone receptor 1
ILMN_1683307	4.51e-03	2.20e-03	-3.191331	-2.422151	-0.3068624	56790926	CXCR4	C-X-C motif chemokine receptor 4
ILMN_1697704	4.52e-03	2.20e-03	-3.191173	-2.422591	-0.3139055	48717493	KRTAP12-2	keratin associated protein 12-2
ILMN_1706758	4.52e-03	2.20e-03	-3.19113	-2.42271	-0.3068111	319019274	SEC24C	SEC24 homolog C, COPII coat complex component
ILMN_1703305	4.52e-03	2.20e-03	-3.190991	-2.423096	-0.3086987	40068460	TWF2	twinfilin actin binding protein 2
ILMN_1673911	4.52e-03	2.20e-03	-3.190855	-2.423473	-0.3109578	756140859	RAB7B	RAB7B, member RAS oncogene family
ILMN_1690753	4.52e-03	2.20e-03	-3.190801	-2.423624	-0.3457134	1004170690	RBMY1A1	RNA binding motif protein, Y-linked, family 1, member A1
ILMN_1659166	4.52e-03	2.20e-03	-3.190668	-2.423993	-0.3454759	374858047	SLC6A15	solute carrier family 6 member 15
ILMN_1653397	4.52e-03	2.20e-03	-3.190441	-2.424623	-0.3095184	148664187	LRRC43	leucine rich repeat containing 43
ILMN_1701913	4.52e-03	2.20e-03	-3.19033	-2.424931	-0.3784237	288557234	RAB17	RAB17, member RAS oncogene family
ILMN_1797301	4.52e-03	2.20e-03	-3.190302	-2.425009	-0.3052099	262331564	FAM212B	family with sequence similarity 212 member B
ILMN_1677197	4.53e-03	2.20e-03	-3.190186	-2.42533	-0.2993753	300388174	RARA	retinoic acid receptor alpha
ILMN_1809676	4.53e-03	2.20e-03	-3.190148	-2.425437	-0.3276427	22027553	CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6
ILMN_1764672	4.53e-03	2.20e-03	-3.190053	-2.4257	-0.2965974	313760650	FBXO22	F-box protein 22
ILMN_1651260	4.53e-03	2.21e-03	-3.18983	-2.426319	-0.3244278	325910865	CCNE2	cyclin E2
ILMN_1670076	4.53e-03	2.21e-03	-3.189719	-2.426628	-0.3138946	56676336	FAM155B	family with sequence similarity 155 member B
ILMN_1743026	4.53e-03	2.21e-03	-3.189666	-2.426777	-0.3279225	29501808	CCDC116	coiled-coil domain containing 116
ILMN_1786760	4.53e-03	2.21e-03	-3.189604	-2.426947	-0.332573	61656209	OR2G6	olfactory receptor family 2 subfamily G member 6
ILMN_1806979	4.53e-03	2.21e-03	-3.189566	-2.427053	-0.3111951	218083997	SLCO1A2	solute carrier organic anion transporter family member 1A2
ILMN_1811735	4.53e-03	2.21e-03	-3.18945	-2.427375	-0.3308412	375298668	C8orf22	chromosome 8 open reading frame 22
ILMN_1771103	4.53e-03	2.21e-03	-3.189426	-2.427442	-0.3305604	311771771	PDLIM2	PDZ and LIM domain 2
ILMN_1720695	4.53e-03	2.21e-03	-3.189295	-2.427807	-0.3153995	NA		
ILMN_1677392	4.53e-03	2.21e-03	-3.189239	-2.427962	-0.3341062	149944674	KRTAP10-7	keratin associated protein 10-7
ILMN_1659950	4.53e-03	2.21e-03	-3.189189	-2.428099	-0.292244	57242791	APC2	APC2, WNT signaling pathway regulator
ILMN_1675947	4.53e-03	2.21e-03	-3.189108	-2.428325	-0.3874865	45580728	MT3	metallothionein 3
ILMN_1677817	4.54e-03	2.21e-03	-3.188975	-2.428694	-0.3224249	41406085	SEMA3D	semaphorin 3D
ILMN_1750777	4.54e-03	2.21e-03	-3.188892	-2.428925	-0.3009343	352962172	MAGEA5	MAGE family member A5
ILMN_1774687	4.54e-03	2.21e-03	-3.188822	-2.429118	-0.3052985	332000013	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1
ILMN_1723168	4.54e-03	2.21e-03	-3.188705	-2.429443	-0.3308071	51173719	BRPF1	bromodomain and PHD finger containing 1
ILMN_1689829	4.54e-03	2.22e-03	-3.188484	-2.430058	-0.3238871	164519032	DNAH5	dynein axonemal heavy chain 5
ILMN_1750288	4.54e-03	2.22e-03	-3.188467	-2.430105	-0.3180344	NA		
ILMN_1677456	4.54e-03	2.22e-03	-3.188342	-2.43045	-0.3082795	196049393	FGF4	fibroblast growth factor 4
ILMN_1743331	4.54e-03	2.22e-03	-3.188201	-2.430843	-0.3148111	755571538	ADIG	adipogenin
ILMN_1736317	4.55e-03	2.22e-03	-3.187977	-2.431465	-0.3097347	93277089	NALCN	sodium leak channel, non-selective
ILMN_1664919	4.55e-03	2.22e-03	-3.187893	-2.431698	-0.2923706	556503468	KCNK9	potassium two pore domain channel subfamily K member 9
ILMN_1678501	4.55e-03	2.22e-03	-3.187868	-2.431768	-0.3199372	1002341764	ADD3	adducin 3
ILMN_1731741	4.55e-03	2.22e-03	-3.187708	-2.432212	-0.3223285	216548383	DCHS2	dachsous cadherin-related 2
ILMN_1715718	4.55e-03	2.22e-03	-3.187685	-2.432276	-0.3000542	42794621	ZNF784	zinc finger protein 784
ILMN_1784216	4.55e-03	2.22e-03	-3.18759	-2.432539	-0.3425362	733606474	KRTAP19-6	keratin associated protein 19-6
ILMN_1657709	4.55e-03	2.22e-03	-3.187553	-2.432642	-0.304006	145275182	TRIM34	tripartite motif containing 34
ILMN_1660816	4.55e-03	2.22e-03	-3.187536	-2.432689	-0.3112092	531990822	P2RX2	purinergic receptor P2X 2
ILMN_1756275	4.55e-03	2.22e-03	-3.187478	-2.432848	-0.3060864	387763651	LY9	lymphocyte antigen 9
ILMN_1655474	4.55e-03	2.22e-03	-3.187367	-2.433157	-0.3367594	126723775	RNASE9	ribonuclease A family member 9 (inactive)
ILMN_1732958	4.55e-03	2.22e-03	-3.187326	-2.433271	-0.3134311	289063461	LRP12	LDL receptor related protein 12
ILMN_1759488	4.55e-03	2.22e-03	-3.187305	-2.433331	-0.3025906	NA		
ILMN_1658940	4.55e-03	2.22e-03	-3.187229	-2.433541	-0.307541	380503868	DDX25	DEAD-box helicase 25
ILMN_1759652	4.55e-03	2.22e-03	-3.1872	-2.433622	-0.3280443	1000814544	C1orf61	chromosome 1 open reading frame 61
ILMN_1661806	4.55e-03	2.22e-03	-3.187039	-2.434069	-0.3070351	1023301057	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2
ILMN_1704064	4.55e-03	2.23e-03	-3.186994	-2.434193	-0.2873632	284004909	MAGEB1	MAGE family member B1
ILMN_1652249	4.55e-03	2.23e-03	-3.186987	-2.434212	-0.3213494	301129281	PTPA	protein phosphatase 2 phosphatase activator
ILMN_1792419	4.55e-03	2.23e-03	-3.186967	-2.434267	-0.3411817	218156278	FRMD7	FERM domain containing 7
ILMN_1690951	4.56e-03	2.23e-03	-3.18677	-2.434813	-0.3208207	319996637	HIPK1	homeodomain interacting protein kinase 1
ILMN_1720694	4.56e-03	2.23e-03	-3.186742	-2.434893	-0.3220812	28570169	OR8B8	olfactory receptor family 8 subfamily B member 8
ILMN_1751465	4.56e-03	2.23e-03	-3.186641	-2.435172	-0.3311168	157276587	BNC1	basonuclin 1
ILMN_1807101	4.56e-03	2.23e-03	-3.186618	-2.435237	-0.3221365	116805318	F11	coagulation factor XI
ILMN_1734285	4.56e-03	2.23e-03	-3.186538	-2.435459	-0.2850095	333440485	DNMT3B	DNA methyltransferase 3 beta
ILMN_1712107	4.56e-03	2.23e-03	-3.18652	-2.435508	-0.2731981	74229022	FCF1	FCF1 rRNA-processing protein
ILMN_1744441	4.56e-03	2.23e-03	-3.186384	-2.435886	-0.352799	757813193	CREB5	cAMP responsive element binding protein 5
ILMN_1715393	4.56e-03	2.23e-03	-3.186135	-2.436577	-0.3251909	1009287536	MAGEA2B	MAGE family member A2B
ILMN_1734568	4.56e-03	2.23e-03	-3.186101	-2.436671	-0.328044	106049291	PC	pyruvate carboxylase
ILMN_1665463	4.56e-03	2.23e-03	-3.18588	-2.437283	-0.3326787	282395052	ZNF678	zinc finger protein 678
ILMN_1728331	4.56e-03	2.23e-03	-3.185837	-2.437403	-0.2972823	NA		
ILMN_1738646	4.56e-03	2.23e-03	-3.185764	-2.437606	-0.3292563	237820710	LY6K	lymphocyte antigen 6 complex, locus K
ILMN_1768099	4.57e-03	2.23e-03	-3.185654	-2.43791	-0.3056432	153252156	SCGB1C1	secretoglobin family 1C member 1
ILMN_1763514	4.57e-03	2.23e-03	-3.1856	-2.43806	-0.3219865	589908367	ASB15	ankyrin repeat and SOCS box containing 15
ILMN_1725705	4.57e-03	2.23e-03	3.185586	-2.4381	0.2876517	53759125	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit
ILMN_1660973	4.57e-03	2.24e-03	3.185467	-2.43843	0.5255012	58331244	GAD1	glutamate decarboxylase 1
ILMN_1670652	4.57e-03	2.24e-03	-3.185424	-2.438548	-0.5825257	189242609	CYP2C9	cytochrome P450 family 2 subfamily C member 9
ILMN_1736965	4.57e-03	2.24e-03	-3.185323	-2.438828	-0.2958892	205277444	SIGIRR	single Ig and TIR domain containing
ILMN_1680212	4.57e-03	2.24e-03	-3.185314	-2.438855	-0.3255934	NA		
ILMN_1758658	4.57e-03	2.24e-03	3.185283	-2.438941	0.2585446	215820647	FADD	Fas associated via death domain
ILMN_1785520	4.58e-03	2.24e-03	-3.184668	-2.440646	-0.3220034	443287656	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2
ILMN_1801641	4.58e-03	2.24e-03	-3.184578	-2.440895	-0.3104687	224282131	ANKRD30BL	ankyrin repeat domain 30B-like
ILMN_1806072	4.58e-03	2.24e-03	-3.18449	-2.44114	-0.3235388	299758433	RXRG	retinoid X receptor gamma
ILMN_1785699	4.58e-03	2.24e-03	-3.184363	-2.441492	-0.2742559	39995092	PTHLH	parathyroid hormone like hormone
ILMN_1731449	4.58e-03	2.24e-03	-3.184185	-2.441985	-0.2945304	208022640	TCEB3	transcription elongation factor B subunit 3
ILMN_1715828	4.58e-03	2.24e-03	-3.184151	-2.442081	-0.2959836	523498715	P2RY12	purinergic receptor P2Y12
ILMN_1797116	4.58e-03	2.24e-03	-3.184107	-2.442203	-0.3029734	NA		
ILMN_1765615	4.58e-03	2.24e-03	-3.18407	-2.442304	-0.3192745	52219201	OR1B1	olfactory receptor family 1 subfamily B member 1 (gene/pseudogene)
ILMN_1754438	4.58e-03	2.25e-03	-3.184006	-2.442482	-0.3418754	291290976	SPAM1	sperm adhesion molecule 1
ILMN_1726980	4.58e-03	2.25e-03	-3.183917	-2.44273	-0.3078077	809281436	CYP4A22	cytochrome P450 family 4 subfamily A member 22
ILMN_1792301	4.58e-03	2.25e-03	-3.183775	-2.443122	-0.2955175	143770879	LAMB4	laminin subunit beta 4
