"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"11352","ILMN_1764398",0.337640126933333,0.0263882010666667,3.47851816003299,0.00088992166268409,0.00209391701591459,-1.66864614243132,"TUBE1","tubulin epsilon 1"
"8722","ILMN_1735655",-0.356418941833333,0.0613153917166667,-3.47838647406748,0.000890291647682748,0.00209418194382293,-1.66903789149833,"FBXW11","F-box and WD repeat domain containing 11"
"14885","ILMN_1804283",-0.342543381766667,0.0725990613166667,-3.4783895759763,0.000890282930881101,0.00209418194382293,-1.6690286638307,"GNAS","GNAS complex locus"
"14500","ILMN_1799734",-0.373212559533333,0.112309009933333,-3.47830322600375,0.000890525616706594,0.00209451020791127,-1.66928553864156,"FOXB1","forkhead box B1"
"10727","ILMN_1757130",-0.355791708366667,0.107406273583333,-3.47815056722464,0.000890954816227102,0.00209529753452582,-1.66973965877968,"AKT3","AKT serine/threonine kinase 3"
"1444","ILMN_1663437",-0.3466247903,0.0909933422166667,-3.47794415927522,0.000891535443014656,0.00209644077462764,-1.67035364674983,"NECAB2","N-terminal EF-hand calcium binding protein 2"
"11747","ILMN_1768894",-0.359945806433333,0.07533477215,-3.47783441277232,0.000891844306565736,0.00209694479033962,-1.67068009207566,"OR8G1","olfactory receptor family 8 subfamily G member 1"
"925","ILMN_1659103",-0.3722742973,0.0831727966833333,-3.4776883331594,0.000892255581007714,0.00209768946683713,-1.67111460060364,"PSMA8","proteasome 20S subunit alpha 8"
"3140","ILMN_1679233",-0.346185543333333,0.0685389127333333,-3.47749793669257,0.000892791895472525,0.00209855916968697,-1.67168090902562,"SGK2","serum/glucocorticoid regulated kinase 2"
"4547","ILMN_1692893",-0.346408416566666,0.101704273383333,-3.47748984106322,0.000892814706252506,0.00209855916968697,-1.67170498789897,"IL9R","interleukin 9 receptor"
"1650","ILMN_1665280",0.3334870637,0.0138893440833333,3.4774362192456,0.000892965808571321,0.00209869196920714,-1.67186447457478,"SPCS1","signal peptidase complex subunit 1"
"15007","ILMN_1805990",-0.5296553109,0.0760207718833333,-3.47720379722087,0.000893621036853318,0.0021000094366053,-1.67255574468021,"BAK1","BCL2 antagonist/killer 1"
"11498","ILMN_1766204",-0.370479407533333,0.0760026371333333,-3.4771651261227,0.000893730099965759,0.00210004327270844,-1.67267075723953,"GPHA2","glycoprotein hormone subunit alpha 2"
"9168","ILMN_1740094",-0.3745596724,0.0587080075,-3.47707164283406,0.00089399380060262,0.00210044042285199,-1.6729487842722,"BEND4","BEN domain containing 4"
"4457","ILMN_1691937",-0.3845579606,0.125695521733333,-3.47698247852771,0.000894245386811397,0.00210080902901875,-1.67321396146701,"CSH2","chorionic somatomammotropin hormone 2"
"5752","ILMN_1704692",-0.323860674966667,0.05771900625,-3.47686877740121,0.000894566303489402,0.00210113528896872,-1.67355210502879,NA,NA
"11672","ILMN_1768254",-0.332396827033333,0.0575727944166667,-3.47684791118653,0.000894625209358141,0.00210113528896872,-1.67361415966035,"BTBD7","BTB domain containing 7"
"14290","ILMN_1797393",-0.355612261533333,0.1072216732,-3.47683261014205,0.000894668406941876,0.00210113528896872,-1.67365966370932,"OR10Z1","olfactory receptor family 10 subfamily Z member 1"
"14580","ILMN_1800776",-0.3642302535,0.07159327025,-3.47671046516189,0.000895013314924844,0.00210172280917675,-1.6740229078668,NA,NA
"11986","ILMN_1771174",-0.3584503505,0.0324188701833333,-3.47658865265177,0.000895357409569335,0.00210230829528854,-1.67438515448974,"KRTAP10-1","keratin associated protein 10-1"
"6504","ILMN_1712912",-0.3688605462,0.0797036260666667,-3.47628187845571,0.000896224537398741,0.0021041216147374,-1.67529740207684,"SLC10A7","solute carrier family 10 member 7"
"1009","ILMN_1659852",-0.338834790633333,0.0634962383833333,-3.47618000281455,0.000896512675009167,0.00210416212616012,-1.67560033505673,"PWWP2B","PWWP domain containing 2B"
"1647","ILMN_1665246",-0.350586795566667,0.0765407063833333,-3.47617517067735,0.000896526344052715,0.00210416212616012,-1.67561470353707,"UMODL1","uromodulin like 1"
"7321","ILMN_1721143",-0.334513553933333,0.0741063173333333,-3.47622990459417,0.00089637152550061,0.00210416212616012,-1.67545195006213,"FGF5","fibroblast growth factor 5"
"6651","ILMN_1714449",-0.362707216333333,0.0402767881666667,-3.47597064208575,0.00089710509114629,0.00210529771945301,-1.67622286170285,"OR5D18","olfactory receptor family 5 subfamily D member 18"
"15138","ILMN_1807638",-0.321257049633333,0.103919091916667,-3.47579918776009,0.000897590521941429,0.00210621410395057,-1.6767326556538,"EGR3","early growth response 3"
"1731","ILMN_1665989",-0.367857540766666,0.09613228535,-3.47521659340096,0.000899241855064447,0.0021091965862497,-1.67846478310729,NA,NA
"2163","ILMN_1670038",-0.3521583385,0.09458779435,-3.47525182693074,0.000899141905750481,0.0021091965862497,-1.67836003504165,"EXOC3L2","exocyst complex component 3 like 2"
"4086","ILMN_1688317",-0.351943732766666,0.07020623755,-3.47527182277387,0.000899085186885022,0.0021091965862497,-1.67830058776399,"ZNF160","zinc finger protein 160"
"5770","ILMN_1705054",-0.356132254266667,0.0570930190666667,-3.47522672220996,0.000899213120915395,0.0021091965862497,-1.67843467058381,"TMEM40","transmembrane protein 40"
"820","ILMN_1658243",-0.329101133233333,0.0833788953833333,-3.47518192092282,0.000899340223082622,0.00210920430371761,-1.67856786246692,"PSD3","pleckstrin and Sec7 domain containing 3"
"7346","ILMN_1721500",0.370739238033333,0.07895294745,3.47513491947945,0.000899473585434915,0.00210929408237718,-1.67870759401969,"CBFA2T2","CBFA2/RUNX1 partner transcriptional co-repressor 2"
"11062","ILMN_1761021",-0.378905232333333,0.131060489033333,-3.47505802445089,0.000899691808541472,0.00210958282218413,-1.678936193998,"STPG4","sperm-tail PG-rich repeat containing 4"
"341","ILMN_1653965",-0.319413693766667,0.0344641547166667,-3.47488810805666,0.00090017419816277,0.00211049084887369,-1.67944132324107,"ITGB4","integrin subunit beta 4"
"4668","ILMN_1693991",-0.3225486133,0.0757889431166667,-3.4747491642209,0.000900568839359893,0.00211119297604986,-1.67985436420795,NA,NA
"2074","ILMN_1669317",-0.346342022366667,0.0743793159833333,-3.47451194825467,0.000901242981065699,0.00211255011538054,-1.68055951412634,"C5AR2","complement C5a receptor 2"
"3724","ILMN_1684742",-0.360912210366666,0.107895682783333,-3.47432999444988,0.000901760397785484,0.00211309313029188,-1.68110036871413,"TCEA2","transcription elongation factor A2"
"4918","ILMN_1696167",-0.3500198339,0.06135474815,-3.47433047337415,0.000901759035513168,0.00211309313029188,-1.68109894514567,"SYT6","synaptotagmin 6"
"10416","ILMN_1753498",0.3304355306,0.0346404881,3.47434829928465,0.000901708332131205,0.00211309313029188,-1.68104595879297,"COASY","Coenzyme A synthase"
"9374","ILMN_1742123",-0.324285079966667,0.0399669174166667,-3.47400099993442,0.000902696664484328,0.0021148403004457,-1.68207824944248,"H2AB1","H2A.B variant histone 1"
"12095","ILMN_1772483",-0.340920308066666,0.0879791028666667,-3.47401346913956,0.000902661162299622,0.0021148403004457,-1.68204118800347,"RGS3","regulator of G protein signaling 3"
"15249","ILMN_1808835",-0.341272719033333,0.0753715902166667,-3.47386244415251,0.000903091248029253,0.00211554131428521,-1.68249006392378,"CCDC7","coiled-coil domain containing 7"
"12913","ILMN_1781563",-0.3589107533,0.104176059216667,-3.47358532262045,0.000903880933838617,0.00211716763132466,-1.68331368833529,"DPPA3","developmental pluripotency associated 3"
"13600","ILMN_1789744",-0.347922452133333,0.1012660346,-3.47333487123835,0.00090459518313986,0.00211861692808009,-1.68405800800457,NA,NA
"11717","ILMN_1768721",-0.371282465733333,0.0341982608666667,-3.47309808759879,0.000905270945850071,0.00211997579042943,-1.68476167409897,"DPPA4","developmental pluripotency associated 4"
"2585","ILMN_1673743",-0.356860307433333,0.0994149791166667,-3.47287933985426,0.000905895660470019,0.00212106729004662,-1.68541171212148,"PRR34","PRR34 long non-coding RNA"
"10692","ILMN_1756721",-0.3516892251,0.07599351385,-3.47286792800644,0.000905928262404963,0.00212106729004662,-1.68544562316587,"FSCB","fibrous sheath CABYR binding protein"
"13371","ILMN_1787085",-0.381388551,0.0933404039,-3.47273769604335,0.000906300394296333,0.0021217146419449,-1.685832610398,"GLRA3","glycine receptor alpha 3"
"1850","ILMN_1666934",-0.3180156662,0.0893645915,-3.47267685732231,0.000906474287791999,0.00212189781580434,-1.68601339058727,"GRIK2","glutamate ionotropic receptor kainate type subunit 2"
"7756","ILMN_1725633",-0.347205769566667,0.04827863555,-3.47251962694182,0.000906923841107261,0.00212236270230811,-1.68648058513565,"MACROD2","mono-ADP ribosylhydrolase 2"
"8941","ILMN_1737912",-0.348324029033333,0.13370988445,-3.47251931489256,0.000906924733528888,0.00212236270230811,-1.68648151234459,"GLRX2","glutaredoxin 2"
"11967","ILMN_1770978",-0.347328155,0.0830064288666667,-3.47250701867328,0.000906959899832353,0.00212236270230811,-1.68651804872486,"LINC00052","long intergenic non-protein coding RNA 52"
"1995","ILMN_1668510",-0.3690105716,0.111716573966667,-3.47246685965628,0.000907074760734655,0.00212240760385377,-1.6866373746245,"GLYAT","glycine-N-acyltransferase"
"8824","ILMN_1736747",-0.346954014266667,-0.0013349609,-3.47234719952448,0.000907417088644371,0.0021229846756472,-1.68699291930609,"MARK2","microtubule affinity regulating kinase 2"
"7976","ILMN_1727671",-0.308608024833333,-0.0193135594833333,-3.47208703966902,0.000908161785493396,0.00212450290513398,-1.68776589976058,"SSH1","slingshot protein phosphatase 1"
"14988","ILMN_1805753",-0.347801701666667,0.0899968385,-3.4720415244984,0.000908292130286608,0.00212458378514109,-1.68790112916682,NA,NA
"530","ILMN_1655741",-0.369768460333333,0.0979402387,-3.47197579138419,0.000908480405819308,0.0021248001394513,-1.68809642561578,"KRTAP21-2","keratin associated protein 21-2"
"8133","ILMN_1729325",-0.327537962333333,0.1021456787,-3.47191768293575,0.000908646873254578,0.00212496544763647,-1.68826906665586,NA,NA
"14257","ILMN_1797046",0.2539714182,0.0499354203,3.47127958910818,0.000910476768379647,0.00212902041000676,-1.69016472074524,"MTHFSD","methenyltetrahydrofolate synthetase domain containing"
"3623","ILMN_1683858",-0.324867469733333,0.0500799512333333,-3.47117272745364,0.000910783562241529,0.00212928891819645,-1.69048216253996,"EFCAB6","EF-hand calcium binding domain 6"
"4212","ILMN_1689621",-0.3441201657,0.09317063235,-3.47117646214732,0.000910772838492502,0.00212928891819645,-1.69047106842349,"RNF17","ring finger protein 17"
"1649","ILMN_1665260",-0.332011783333333,0.0469121691,-3.47113821143395,0.000910882676736355,0.00212929623822121,-1.69058469391514,"LINC00885","long intergenic non-protein coding RNA 885"
"15495","ILMN_1811479",-0.390383704066667,0.1065829998,-3.47109572953744,0.000911004679676838,0.00212935705552112,-1.69071088731115,"SPINK6","serine peptidase inhibitor Kazal type 6"
"15767","ILMN_1814631",-0.312762199166667,0.0687044146833333,-3.47101473132877,0.000911237339771253,0.00212967647971824,-1.6909514912788,"SMCP","sperm mitochondria associated cysteine rich protein"
"1892","ILMN_1667371",-0.556297799866666,-0.000109779166666661,-3.47095655676132,0.000911404475734211,0.00212984271459894,-1.69112429555721,"SLA","Src like adaptor"
"6475","ILMN_1712639",-0.290078465666667,0.0167840567666667,-3.47062654752952,0.000912353144491755,0.00213183507029757,-1.69210453136302,"AIFM2","AIF family member 2"
"14374","ILMN_1798373",-0.320169608266667,0.0563667301,-3.47053686663736,0.000912611109371561,0.00213198871633306,-1.6923709018892,"ITPRIPL1","ITPRIP like 1"
"15029","ILMN_1806184",-0.3164606282,0.0819696976666667,-3.47053950030826,0.000912603532697298,0.00213198871633306,-1.69236307941799,"MED13","mediator complex subunit 13"
"5705","ILMN_1704241",-0.392197812566667,0.07384447135,-3.47047600087936,0.000912786227587857,0.00213217328343782,-1.69255168287312,NA,NA
"1140","ILMN_1661173",-0.260236470666666,-0.0227490192666667,-3.47035283289722,0.000913140694301648,0.00213255218048087,-1.69291750464152,"TRIP4","thyroid hormone receptor interactor 4"
"13172","ILMN_1784595",-0.281307537933333,0.0503924848666667,-3.47035445830296,0.000913136015676667,0.00213255218048087,-1.69291267707542,"SBF2","SET binding factor 2"
"8914","ILMN_1737629",-0.347569880333333,0.0749526190333333,-3.46972303980027,0.000914955222984572,0.00213652799272835,-1.69478791504694,"ADAM20","ADAM metallopeptidase domain 20"
"9285","ILMN_1741056",-0.3266953624,0.0577365640333333,-3.46969512730035,0.000915035722093042,0.00213652799272835,-1.69487080639014,"TET1","tet methylcytosine dioxygenase 1"
"3683","ILMN_1684312",-0.344799328,0.0645032394333333,-3.46965701298338,0.000915145653879877,0.0021365597964293,-1.69498399317274,"NHLRC4","NHL repeat containing 4"
"3622","ILMN_1683844",-0.3599418184,0.0304394506,-3.46951126764239,0.000915566137456354,0.00213731655196588,-1.69541680016273,"HSD17B13","hydroxysteroid 17-beta dehydrogenase 13"
"1608","ILMN_1664881",-0.365206878633333,0.10063878795,-3.46925067083306,0.000916318430260873,0.00213862262566094,-1.69619063989373,"LYPD5","LY6/PLAUR domain containing 5"
"2764","ILMN_1675429",-0.359953620666667,0.0660000959666667,-3.46926854895054,0.000916266800875979,0.00213862262566094,-1.69613755228424,"SMURF2","SMAD specific E3 ubiquitin protein ligase 2"
"244","ILMN_1653009",-0.338374789,0.0831676879666667,-3.46910082004032,0.000916751285773368,0.00213918276255353,-1.69663560211409,"RGS12","regulator of G protein signaling 12"
"2897","ILMN_1676731",-0.308128371366667,0.0879115029166667,-3.46913068472462,0.000916665003889247,0.00213918276255353,-1.69654692392662,"ASB16-AS1","ASB16 antisense RNA 1"
"7108","ILMN_1718950",-0.336963084666667,0.0572945743333333,-3.46893015503291,0.000917244500665959,0.00214010854046841,-1.69714235315395,"ZNF433","zinc finger protein 433"
"11836","ILMN_1769753",-1.1108729679,-0.09258884095,-3.46861530611853,0.000918155060841305,0.00214200776839873,-1.69807718018698,"HBB","hemoglobin subunit beta"
"2627","ILMN_1674167",-0.374003128,0.0884188816,-3.46832959645148,0.000918982089742036,0.00214303570680514,-1.69892543804566,"IL10","interleukin 10"
"3824","ILMN_1685645",-0.3286616002,0.0708536309,-3.46837764534691,0.00091884295576448,0.00214303570680514,-1.69878278664731,"MYO19","myosin XIX"
"10440","ILMN_1753739",-0.353318026566667,0.04935248625,-3.4684141040569,0.000918737396510452,0.00214303570680514,-1.69867454420151,"CNIH2","cornichon family AMPA receptor auxiliary protein 2"
"10487","ILMN_1754199",-0.300871230233333,-0.08431374955,-3.46834187723141,0.000918946526698134,0.00214303570680514,-1.6988889780159,"BCL7B","BAF chromatin remodeling complex subunit BCL7B"
"9450","ILMN_1742854",-0.357004881833333,0.106968942583333,-3.46812878537246,0.000919563789357365,0.00214416681764808,-1.69952160716295,"KAT14","lysine acetyltransferase 14"
"9702","ILMN_1745784",-0.3114691721,-0.0814415124166667,-3.46785530433588,0.000920356556696978,0.00214578979020134,-1.70033348072672,"ZNF324","zinc finger protein 324"
"7290","ILMN_1720889",0.540210695566666,-0.0276704941166667,3.46771787801237,0.000920755172743017,0.0021462680206085,-1.70074143664949,"MSMO1","methylsterol monooxygenase 1"
"11389","ILMN_1764829",-0.366974289466666,0.0880136328333333,-3.46773746274711,0.000920698355662368,0.0021462680206085,-1.70068329921229,"EML1","EMAP like 1"
"13779","ILMN_1791792",0.3395088525,0.0604908469166667,3.46762734999039,0.000921017845855101,0.00214665474810355,-1.70101016682282,"TIGAR","TP53 induced glycolysis regulatory phosphatase"
"2471","ILMN_1672711",-0.356031730433333,0.0772031128166667,-3.46745780041662,0.000921509996264133,0.00214743423300188,-1.70151345739162,NA,NA
"5931","ILMN_1706718",-0.353176498133333,0.0563906680333333,-3.46744544005645,0.00092154588433907,0.00214743423300188,-1.7015501471882,"TMEM80","transmembrane protein 80"
"12960","ILMN_1782094",-0.286853011266666,0.0354669651333333,-3.46719615282134,0.000922269967843744,0.00214889580576049,-1.70229009797777,"PAIP2","poly(A) binding protein interacting protein 2"
"9520","ILMN_1743680",-0.344949230066667,0.0975160195,-3.46690275091617,0.000923122877898185,0.0021506572068151,-1.70316094549766,NA,NA
"11604","ILMN_1767413",-0.3529878427,0.0670420241166667,-3.46683379326319,0.000923323444020951,0.00215089859100712,-1.70336561158957,"IL1RAPL2","interleukin 1 receptor accessory protein like 2"
"4462","ILMN_1691962",-0.3575887041,0.0759772935833333,-3.4667928665688,0.000923442500485195,0.00215095006622885,-1.70348708054948,"OR2H1","olfactory receptor family 2 subfamily H member 1"
"11348","ILMN_1764321",-0.454736313033333,-0.0636137721166667,-3.46654714647339,0.000924157610302417,0.00215238975611011,-1.70421634802912,"ACOT4","acyl-CoA thioesterase 4"
"881","ILMN_1658717",-0.287523078766667,0.0156996887166667,-3.46651078586089,0.000924263473748326,0.00215241034029318,-1.70432425887288,"DEPDC5","DEP domain containing 5, GATOR1 subcomplex subunit"
"3081","ILMN_1678728",-0.371428602733333,0.0896776430666667,-3.46630196686229,0.000924871669967313,0.00215360062207987,-1.70494397562662,"FOXA2","forkhead box A2"
"13961","ILMN_1793919",-0.364490324233333,0.111235062116667,-3.46614561468151,0.000925327302005117,0.00215443543951317,-1.70540796846727,"KCNT2","potassium sodium-activated channel subfamily T member 2"
"3064","ILMN_1678548",-0.287774218433333,-0.04188525085,-3.46605779417323,0.000925583316442665,0.00215473480243411,-1.70566857941499,"AGPAT3","1-acylglycerol-3-phosphate O-acyltransferase 3"
"4629","ILMN_1693685",0.340638286533333,0.029976589,3.4659682590074,0.000925844398521543,0.00215473480243411,-1.70593427395641,"MTLN","mitoregulin"
"4665","ILMN_1693976",-0.360569077066667,0.106842159766667,-3.4660269847208,0.000925673148087203,0.00215473480243411,-1.70576000663733,"KRTAP9-3","keratin associated protein 9-3"
"7142","ILMN_1719203",-0.339684216533333,0.0523341754,-3.46599823345234,0.00092575698609882,0.00215473480243411,-1.70584532567795,"DISC1","DISC1 scaffold protein"
"7143","ILMN_1719203",-0.339684216533333,0.0523341754,-3.46599823345234,0.00092575698609882,0.00215473480243411,-1.70584532567795,"TSNAX-DISC1","TSNAX-DISC1 readthrough (NMD candidate)"
"11940","ILMN_1770675",-0.370657125266667,0.0548941943666667,-3.4658988185808,0.000926046932921655,0.00215498008601007,-1.70614033431449,"GLP2R","glucagon like peptide 2 receptor"
"213","ILMN_1652788",-0.346000036133333,0.0727882211666667,-3.46574461096562,0.000926496854826558,0.00215557485343181,-1.70659792603257,"GDNF","glial cell derived neurotrophic factor"
"8714","ILMN_1735570",-0.347754463433333,0.0863890096833333,-3.46577020181738,0.000926422175674046,0.00215557485343181,-1.70652198937505,"HOPX","HOP homeobox"
"15202","ILMN_1808322",-0.3229494094,0.0527629530333333,-3.46560211991996,0.000926912776075807,0.00215631638259917,-1.70702073772842,"GDNF","glial cell derived neurotrophic factor"
"3442","ILMN_1682123",-0.341983240833333,0.05272247805,-3.46547248449256,0.00092729132632233,0.00215697082763286,-1.70740539263411,"TTC9B","tetratricopeptide repeat domain 9B"
"13976","ILMN_1794095",-0.358137747,0.0995586300333333,-3.46527015131381,0.000927882454952297,0.00215811956182237,-1.70800573670077,"HTR1E","5-hydroxytryptamine receptor 1E"
"2430","ILMN_1672326",-0.3827538635,0.09324500445,-3.4651710491843,0.00092817211803038,0.00215856696366348,-1.70829977437561,"PCDHA2","protocadherin alpha 2"
"2623","ILMN_1674116",-0.3581033732,0.0714894447333333,-3.46506782976817,0.000928473906479728,0.00215904246764636,-1.70860602189611,"LINC03122","long intergenic non-protein coding RNA 3122"
"9351","ILMN_1741869",-0.320316265733333,-0.0169914653666667,-3.46484545936107,0.000929124379246485,0.00216010220385706,-1.70926576368761,"WDR47","WD repeat domain 47"
"13319","ILMN_1786345",-0.3323503164,0.101875353066667,-3.46485098041249,0.000929108223970708,0.00216010220385706,-1.70924938385905,"CCAR2","cell cycle and apoptosis regulator 2"
"5829","ILMN_1705674",-0.341473405866667,0.0382095745,-3.46447175288783,0.000930218509086923,0.00216241930269143,-1.71037443207453,"SULT2B1","sulfotransferase family 2B member 1"
"13680","ILMN_1790689",-0.645502308899999,-0.0471664903833333,-3.46433010857416,0.000930633531127777,0.00216315740303213,-1.71079462403597,"CRISPLD2","cysteine rich secretory protein LCCL domain containing 2"
"10602","ILMN_1755548",-0.366869561166666,0.09174147635,-3.46414215738163,0.000931184504455415,0.00216421131973168,-1.71135216826206,"HK1","hexokinase 1"
"6133","ILMN_1708900",0.284526063233333,0.01284009635,3.46368130930989,0.000932536774663769,0.00216712715369171,-1.71271915324628,"TMEM161A","transmembrane protein 161A"
"11061","ILMN_1761016",-0.337497298566667,0.0917976863833333,-3.46350872762214,0.000933043661016852,0.00216807799057273,-1.71323103904265,"SPZ1","spermatogenic leucine zipper 1"
"12449","ILMN_1776480",-0.336937712966666,0.11941552125,-3.46337447004456,0.000933438166816159,0.00216876752122431,-1.71362924137715,"HINFP","histone H4 transcription factor"
"15408","ILMN_1810633",-0.364401384766667,0.07191892375,-3.46320489008763,0.000933936690570335,0.00216969855938971,-1.71413219306845,"MMP26","matrix metallopeptidase 26"
"4830","ILMN_1695432",0.320322067566666,0.00266149858333334,3.46265857868239,0.00093554442826781,0.00217314339087571,-1.71575236391627,"TPST2","tyrosylprotein sulfotransferase 2"
"7628","ILMN_1724282",-0.3601052889,0.118400113516667,-3.46263447535131,0.000935615422207623,0.00217314339087571,-1.71582384197425,"LNCRI","lncRNA radiation induced regulator of PLK1 and RAD51"
"7955","ILMN_1727511",-0.376996642433333,0.08038149925,-3.46242257530299,0.000936239772147143,0.00217413829219221,-1.71645221342282,"CCDC158","coiled-coil domain containing 158"
"9819","ILMN_1746945",-0.333945197533333,0.0983809078666667,-3.46244247223276,0.00093618113033425,0.00217413829219221,-1.71639321191874,"CSMD1","CUB and Sushi multiple domains 1"
"8014","ILMN_1728055",-0.350064357933333,0.0782310251333333,-3.46232429482482,0.000936529483219686,0.00217458342639162,-1.71674364668898,"ASTL","astacin like metalloendopeptidase"
"5289","ILMN_1699878",-0.332762543166666,0.0750604851833333,-3.46225023465598,0.000936747853788851,0.00217463524366386,-1.71696325513823,"RAB27A","RAB27A, member RAS oncogene family"
"10254","ILMN_1751689",-0.3488548903,0.0796712564833333,-3.46226260105873,0.000936711387401986,0.00217463524366386,-1.71692658563355,"CHRM1","cholinergic receptor muscarinic 1"
"8545","ILMN_1733541",-0.3567389633,0.0836559850833333,-3.46211363540984,0.000937150750844978,0.00217534291689285,-1.7173683003134,"ADGRA1","adhesion G protein-coupled receptor A1"
"9079","ILMN_1739123",-0.348398812033333,0.0304576077833333,-3.46207031704472,0.00093727855186592,0.00217541194754065,-1.71749674595481,"PRDM11","PR/SET domain 11"
"9924","ILMN_1748297",-0.3279015508,0.101026467833333,-3.46198123316715,0.00093754142553894,0.00217579443290677,-1.71776088989519,"PRSS38","serine protease 38"
"12203","ILMN_1773666",-0.373295067033333,0.0992496249166667,-3.46175989535384,0.000938194863796762,0.00217708314419115,-1.71841716150257,"KCNIP4","potassium voltage-gated channel interacting protein 4"
"3970","ILMN_1687219",-0.341918533,0.0667130309333333,-3.46162080288998,0.000938605716227469,0.00217780872385631,-1.71882955886502,"KCNH7","potassium voltage-gated channel subfamily H member 7"
"6249","ILMN_1710219",-0.357741567233333,0.0454009616166667,-3.46155616234102,0.000938796709986189,0.00217802407596043,-1.71902120869027,"CALCR","calcitonin receptor"
"10491","ILMN_1754233",-0.350704705566666,0.0930117760833333,-3.46149644225018,0.000938973197952782,0.00217820573286464,-1.71919826786108,"ITGB1","integrin subunit beta 1"
"12246","ILMN_1774251",-0.338070133433333,0.0980582538166667,-3.46142156490016,0.00093919452384904,0.0021784913547749,-1.71942026253775,"ZNF155","zinc finger protein 155"
"7408","ILMN_1722091",-0.355176130533333,0.0716809281666667,-3.4613485387201,0.000939410425561304,0.00217876433671218,-1.71963676569076,"TP53TG5","TP53 target 5"
"7035","ILMN_1718142",-0.328755661533333,0.0772424459333333,-3.46114114851907,0.000940023830473682,0.00217995909003012,-1.72025160501987,"TRIM42","tripartite motif containing 42"
"6745","ILMN_1715458",-0.366613562633333,0.0945366461166667,-3.46103997206674,0.000940323221089068,0.00218042545590466,-1.72055154847572,"PCDH10","protocadherin 10"
"11372","ILMN_1764672",-0.3287187394,0.0788431245333333,-3.46089910977154,0.000940740196222248,0.00218101820718529,-1.7209691327572,"FBXO22","F-box protein 22"
"15173","ILMN_1808018",-0.346383365866666,0.0763502361666667,-3.46088719330174,0.00094077547892878,0.00218101820718529,-1.72100445842104,NA,NA
"3679","ILMN_1684281",-0.320610433933333,0.106818311,-3.46072475290805,0.000941256563202818,0.00218190549614329,-1.7214859948412,"GPR45","G protein-coupled receptor 45"
"12820","ILMN_1780551",-0.339111217533333,0.0728984428333333,-3.46061881262817,0.000941570441970426,0.00218240504489311,-1.7218000345093,"ADRA1A","adrenoceptor alpha 1A"
"7059","ILMN_1718401",-0.360063301566667,0.0784173657166667,-3.46049620265525,0.000941933833278687,0.00218301923918245,-1.72216347994166,"DOC2B","double C2 domain beta"
"3242","ILMN_1680082",-0.327110197333333,0.0794723672,-3.46014797226243,0.000942966642579661,0.00218518458153005,-1.72319566968608,NA,NA
"3339","ILMN_1680949",-0.3560136946,0.0653436898666667,-3.46009088337944,0.000943136063600219,0.00218534890692576,-1.72336487995634,"KCNS2","potassium voltage-gated channel modifier subfamily S member 2"
"4391","ILMN_1691295",-0.344626245833333,0.0673427824166667,-3.46001540653602,0.000943360098286452,0.00218563973058868,-1.72358858878043,"NECTIN1","nectin cell adhesion molecule 1"
"11728","ILMN_1768779",-0.36092482,0.0886423900666667,-3.45974013369933,0.000944177606030617,0.00218730534797235,-1.72440445214276,"ARHGAP17","Rho GTPase activating protein 17"
"3568","ILMN_1683307",-0.3436346862,0.0637038610333333,-3.45967237936566,0.000944378926322869,0.00218747750994473,-1.72460525790623,"CXCR4","C-X-C motif chemokine receptor 4"
"15485","ILMN_1811405",-0.343810299366667,0.0887568136166667,-3.45964875416819,0.00094444913407188,0.00218747750994473,-1.72467527604338,"CRMP1","collapsin response mediator protein 1"
"7671","ILMN_1724669",-0.360601391166667,0.0515802686833333,-3.45949593370443,0.000944903394901331,0.00218830117052836,-1.72512818291857,"RUNX1T1","RUNX1 partner transcriptional co-repressor 1"
"6492","ILMN_1712792",-0.345262621133333,0.0682779452,-3.4593384408567,0.000945371760942236,0.00218915732199818,-1.72559492255617,"TCAIM","T cell activation inhibitor, mitochondrial"
"3971","ILMN_1687247",-0.344819960933333,-0.0409414938333333,-3.45909290321387,0.000946102400900625,0.00219062056795527,-1.72632255881015,"SPATA20","spermatogenesis associated 20"
"8160","ILMN_1729663",-0.3362678532,0.0595626362,-3.45900743496059,0.000946356851992012,0.00219098104827706,-1.72657583048248,"NFATC1","nuclear factor of activated T cells 1"
"5920","ILMN_1706615",-0.348079345833333,0.07354400315,-3.45896361727438,0.000946487328575268,0.00219105446072355,-1.72670567558791,NA,NA
"1937","ILMN_1667840",-0.362481581066667,0.0898426782,-3.45854253135182,0.000947742071220851,0.00219304371627864,-1.72795342265107,"CMTM3","CKLF like MARVEL transmembrane domain containing 3"
"5023","ILMN_1697168",-0.359499090166666,0.08670281475,-3.45857417949105,0.000947647712068394,0.00219304371627864,-1.72785964766664,"PRP4K","pre-mRNA processing factor kinase PRP4K"
"9901","ILMN_1748034",0.3974206752,0.104457751166667,3.45859004846408,0.000947600401961124,0.00219304371627864,-1.72781262689864,"KLHDC4","kelch domain containing 4"
"10193","ILMN_1751084",-0.362467892366666,0.05485111845,-3.45863606756151,0.00094746321805316,0.00219304371627864,-1.72767626856145,NA,NA
